example_id                                                    | status  | run_time        |
./spec/controllers/forms_controller_spec.rb[1:3:2:1]          | pending | 0.00159 seconds |
./spec/controllers/forms_controller_spec.rb[1:4:1:1]          | pending | 0.00131 seconds |
./spec/controllers/forms_controller_spec.rb[1:4:1:2]          | pending | 0.0018 seconds  |
./spec/controllers/forms_controller_spec.rb[1:4:2:1]          | pending | 0.00147 seconds |
./spec/controllers/forms_controller_spec.rb[1:5:1]            | pending | 0.00117 seconds |
./spec/controllers/groups_controller_spec.rb[1:1:1]           | pending | 0.00266 seconds |
./spec/controllers/groups_controller_spec.rb[1:2:1]           | pending | 0.00347 seconds |
./spec/controllers/groups_controller_spec.rb[1:3:1:1]         | pending | 0.01858 seconds |
./spec/controllers/groups_controller_spec.rb[1:3:1:2]         | pending | 0.04344 seconds |
./spec/controllers/groups_controller_spec.rb[1:3:2:1]         | pending | 0.00288 seconds |
./spec/controllers/groups_controller_spec.rb[1:4:1:1]         | pending | 0.0026 seconds  |
./spec/controllers/groups_controller_spec.rb[1:4:1:2]         | pending | 0.00331 seconds |
./spec/controllers/groups_controller_spec.rb[1:4:2:1]         | pending | 0.00259 seconds |
./spec/controllers/groups_controller_spec.rb[1:5:1]           | pending | 0.00301 seconds |
./spec/controllers/messages_controller_spec.rb[1:1]           | passed  | 0.00747 seconds |
./spec/controllers/messages_controller_spec.rb[1:2:1]         | pending | 0.0065 seconds  |
./spec/controllers/messages_controller_spec.rb[1:3:1]         | pending | 0.00628 seconds |
./spec/controllers/messages_controller_spec.rb[1:4:1:1]       | pending | 0.00718 seconds |
./spec/controllers/messages_controller_spec.rb[1:4:1:2]       | pending | 0.00635 seconds |
./spec/controllers/messages_controller_spec.rb[1:4:2:1]       | pending | 0.00644 seconds |
./spec/controllers/messages_controller_spec.rb[1:5:1:1]       | pending | 0.00705 seconds |
./spec/controllers/messages_controller_spec.rb[1:5:1:2]       | pending | 0.00682 seconds |
./spec/controllers/messages_controller_spec.rb[1:5:2:1]       | pending | 0.00626 seconds |
./spec/controllers/messages_controller_spec.rb[1:6:1]         | pending | 0.0064 seconds  |
./spec/controllers/pre_registers_controller_spec.rb[1:1]      | passed  | 0.22331 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:2:1]    | pending | 0.00945 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:3:1]    | pending | 0.00713 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:4:1:1]  | pending | 0.05669 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:4:1:2]  | pending | 0.0075 seconds  |
./spec/controllers/pre_registers_controller_spec.rb[1:4:2:1]  | pending | 0.02366 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:5:1:1]  | pending | 0.00809 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:5:1:2]  | pending | 0.00664 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:5:2:1]  | pending | 0.03257 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:6:1]    | pending | 0.01618 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:1]          | passed  | 0.00756 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:2:1]        | pending | 0.00606 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:3:1]        | pending | 0.00676 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:4:1:1]      | pending | 0.00877 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:4:1:2]      | pending | 0.00652 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:4:2:1]      | pending | 0.00623 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:5:1:1]      | pending | 0.00644 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:5:1:2]      | pending | 0.00659 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:5:2:1]      | pending | 0.00656 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:6:1]        | pending | 0.00616 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:1:1]     | pending | 0.00112 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:2:1]     | pending | 0.00133 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:3:1:1]   | pending | 0.00288 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:3:1:2]   | pending | 0.00142 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:3:2:1]   | pending | 0.00166 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:4:1:1]   | pending | 0.00121 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:4:1:2]   | pending | 0.00124 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:4:2:1]   | pending | 0.00139 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:5:1]     | pending | 0.00134 seconds |
./spec/jobs/create_content_job_spec.rb[1:1]                   | pending | 0.00001 seconds |
./spec/models/app_spec.rb[1:1]                                | passed  | 0.00351 seconds |
./spec/models/app_spec.rb[1:2]                                | passed  | 0.00655 seconds |
./spec/models/category_spec.rb[1:1]                           | pending | 0.00001 seconds |
./spec/models/city_manager_spec.rb[1:1]                       | pending | 0 seconds       |
./spec/models/dose_spec.rb[1:1:1:1]                           | passed  | 0.06459 seconds |
./spec/models/dose_spec.rb[1:2:1:1]                           | passed  | 0.00841 seconds |
./spec/models/dose_spec.rb[1:2:2:1]                           | passed  | 0.00512 seconds |
./spec/models/dose_spec.rb[1:3:1:1]                           | passed  | 0.01115 seconds |
./spec/models/dose_spec.rb[1:3:2:1]                           | passed  | 0.0109 seconds  |
./spec/models/dose_spec.rb[1:3:3:1]                           | passed  | 0.01207 seconds |
./spec/models/dose_spec.rb[1:3:4:1]                           | passed  | 0.01281 seconds |
./spec/models/form_answer_spec.rb[1:1]                        | pending | 0.00001 seconds |
./spec/models/form_option_spec.rb[1:1]                        | pending | 0 seconds       |
./spec/models/form_question_spec.rb[1:1]                      | pending | 0.00001 seconds |
./spec/models/form_spec.rb[1:1]                               | pending | 0.00002 seconds |
./spec/models/group_manager_team_spec.rb[1:1]                 | pending | 0 seconds       |
./spec/models/group_spec.rb[1:1:1:1]                          | passed  | 0.00448 seconds |
./spec/models/group_spec.rb[1:1:1:2]                          | passed  | 0.00402 seconds |
./spec/models/group_spec.rb[1:1:2:1]                          | passed  | 0.02728 seconds |
./spec/models/group_spec.rb[1:1:2:2]                          | passed  | 0.02989 seconds |
./spec/models/group_spec.rb[1:1:2:3]                          | passed  | 0.02836 seconds |
./spec/models/group_spec.rb[1:1:2:4]                          | passed  | 0.031 seconds   |
./spec/models/group_spec.rb[1:1:3:1]                          | passed  | 0.0143 seconds  |
./spec/models/group_spec.rb[1:1:3:2]                          | passed  | 0.01855 seconds |
./spec/models/group_spec.rb[1:1:3:3]                          | passed  | 0.02243 seconds |
./spec/models/group_spec.rb[1:1:3:4]                          | passed  | 0.01851 seconds |
./spec/models/group_spec.rb[1:1:3:5]                          | passed  | 0.01854 seconds |
./spec/models/group_spec.rb[1:1:4:1]                          | passed  | 0.0224 seconds  |
./spec/models/group_spec.rb[1:1:5:1]                          | passed  | 0.01755 seconds |
./spec/models/group_spec.rb[1:1:5:2]                          | passed  | 0.0152 seconds  |
./spec/models/group_spec.rb[1:1:5:3]                          | passed  | 0.0235 seconds  |
./spec/models/group_spec.rb[1:1:5:4]                          | passed  | 0.02368 seconds |
./spec/models/group_spec.rb[1:1:6:1]                          | passed  | 0.04167 seconds |
./spec/models/group_spec.rb[1:1:6:2]                          | passed  | 0.05516 seconds |
./spec/models/group_spec.rb[1:1:7:1]                          | passed  | 0.01747 seconds |
./spec/models/group_spec.rb[1:1:7:2]                          | passed  | 0.01154 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:1]     | passed  | 0.04573 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:2]     | passed  | 0.00437 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:3]     | passed  | 0.0064 seconds  |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:4]     | passed  | 0.00881 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:5]     | passed  | 0.00238 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:1]     | passed  | 0.00128 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:2]     | passed  | 0.00111 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:3]     | passed  | 0.00127 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:4]     | passed  | 0.00098 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:5]     | passed  | 0.00139 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:6]     | passed  | 0.00217 seconds |
./spec/models/manager_spec.rb[1:1]                            | pending | 0 seconds       |
./spec/models/message_spec.rb[1:1]                            | pending | 0 seconds       |
./spec/models/permission_spec.rb[1:1]                         | pending | 0 seconds       |
./spec/models/pre_register_spec.rb[1:1]                       | pending | 0 seconds       |
./spec/models/rumor_spec.rb[1:1]                              | pending | 0.00001 seconds |
./spec/models/twitter_api_spec.rb[1:1:1:1]                    | passed  | 0.00389 seconds |
./spec/models/twitter_api_spec.rb[1:1:1:2]                    | passed  | 0.00885 seconds |
./spec/models/twitter_api_spec.rb[1:1:2:1]                    | passed  | 0.00385 seconds |
./spec/models/user_spec.rb[1:1:1:1]                           | failed  | 0.0208 seconds  |
./spec/models/user_spec.rb[1:1:1:2]                           | failed  | 0.1018 seconds  |
./spec/models/user_spec.rb[1:1:1:3]                           | failed  | 0.0153 seconds  |
./spec/models/user_spec.rb[1:1:2:1]                           | failed  | 0.0146 seconds  |
./spec/models/user_spec.rb[1:1:2:2]                           | passed  | 0.01846 seconds |
./spec/models/user_spec.rb[1:1:2:3]                           | failed  | 0.02437 seconds |
./spec/models/user_spec.rb[1:1:2:4]                           | passed  | 0.02691 seconds |
./spec/models/user_spec.rb[1:1:2:5]                           | passed  | 0.01987 seconds |
./spec/models/vaccine_spec.rb[1:1]                            | pending | 0.00001 seconds |
./spec/requests/app_spec.rb[1:1:1]                            | passed  | 0.02158 seconds |
./spec/requests/app_spec.rb[1:1:2]                            | passed  | 0.01936 seconds |
./spec/requests/categories_spec.rb[1:1:1]                     | failed  | 0.00798 seconds |
./spec/requests/city_managers_spec.rb[1:1:1]                  | passed  | 0.06909 seconds |
./spec/requests/data_visualizations_spec.rb[1:1:1]            | passed  | 0.01938 seconds |
./spec/requests/data_visualizations_spec.rb[1:1:2]            | passed  | 0.02999 seconds |
./spec/requests/data_visualizations_spec.rb[1:2:1]            | passed  | 0.01514 seconds |
./spec/requests/data_visualizations_spec.rb[1:2:2]            | passed  | 0.12503 seconds |
./spec/requests/data_visualizations_spec.rb[1:3:1]            | passed  | 0.01752 seconds |
./spec/requests/data_visualizations_spec.rb[1:3:2]            | passed  | 0.04757 seconds |
./spec/requests/data_visualizations_spec.rb[1:4:1]            | passed  | 0.01649 seconds |
./spec/requests/data_visualizations_spec.rb[1:4:2]            | passed  | 0.02142 seconds |
./spec/requests/data_visualizations_spec.rb[1:5:1]            | passed  | 0.02406 seconds |
./spec/requests/form_answers_spec.rb[1:1:1]                   | passed  | 0.00411 seconds |
./spec/requests/form_options_spec.rb[1:1:1]                   | passed  | 0.00412 seconds |
./spec/requests/form_questions_spec.rb[1:1:1]                 | passed  | 0.00402 seconds |
./spec/requests/forms_spec.rb[1:1:1]                          | passed  | 0.00404 seconds |
./spec/requests/messages_spec.rb[1:1:1]                       | passed  | 0.28231 seconds |
./spec/requests/pre_registers_spec.rb[1:1:1]                  | failed  | 0.03462 seconds |
./spec/requests/twitter_apis_spec.rb[1:1:1]                   | passed  | 0.0043 seconds  |
./spec/routing/categories_routing_spec.rb[1:1:1]              | passed  | 0.00113 seconds |
./spec/routing/categories_routing_spec.rb[1:1:2]              | passed  | 0.00144 seconds |
./spec/routing/categories_routing_spec.rb[1:1:3]              | passed  | 0.00132 seconds |
./spec/routing/categories_routing_spec.rb[1:1:4]              | passed  | 0.00151 seconds |
./spec/routing/categories_routing_spec.rb[1:1:5]              | passed  | 0.00149 seconds |
./spec/routing/categories_routing_spec.rb[1:1:6]              | passed  | 0.0011 seconds  |
./spec/routing/city_managers_routing_spec.rb[1:1:1]           | passed  | 0.00136 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:2]           | passed  | 0.00142 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:3]           | passed  | 0.00138 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:4]           | passed  | 0.00118 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:5]           | passed  | 0.00128 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:6]           | passed  | 0.0013 seconds  |
./spec/routing/form_answers_routing_spec.rb[1:1:1]            | passed  | 0.00133 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:2]            | passed  | 0.00113 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:3]            | passed  | 0.00136 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:4]            | passed  | 0.00122 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:5]            | passed  | 0.00138 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:6]            | passed  | 0.00116 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:1]            | passed  | 0.00127 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:2]            | passed  | 0.00139 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:3]            | passed  | 0.00121 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:4]            | passed  | 0.00133 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:5]            | passed  | 0.0059 seconds  |
./spec/routing/form_options_routing_spec.rb[1:1:6]            | passed  | 0.00156 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:1]          | passed  | 0.00152 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:2]          | passed  | 0.00145 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:3]          | passed  | 0.00148 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:4]          | passed  | 0.00168 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:5]          | passed  | 0.00146 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:6]          | passed  | 0.00157 seconds |
./spec/routing/forms_routing_spec.rb[1:1:1]                   | passed  | 0.00106 seconds |
./spec/routing/forms_routing_spec.rb[1:1:2]                   | passed  | 0.00124 seconds |
./spec/routing/forms_routing_spec.rb[1:1:3]                   | passed  | 0.0013 seconds  |
./spec/routing/forms_routing_spec.rb[1:1:4]                   | passed  | 0.00112 seconds |
./spec/routing/forms_routing_spec.rb[1:1:5]                   | passed  | 0.00145 seconds |
./spec/routing/forms_routing_spec.rb[1:1:6]                   | passed  | 0.00134 seconds |
./spec/routing/messages_routing_spec.rb[1:1:1]                | passed  | 0.00129 seconds |
./spec/routing/messages_routing_spec.rb[1:1:2]                | passed  | 0.00125 seconds |
./spec/routing/messages_routing_spec.rb[1:1:3]                | passed  | 0.00119 seconds |
./spec/routing/messages_routing_spec.rb[1:1:4]                | passed  | 0.00148 seconds |
./spec/routing/messages_routing_spec.rb[1:1:5]                | passed  | 0.00138 seconds |
./spec/routing/messages_routing_spec.rb[1:1:6]                | passed  | 0.00128 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:1]           | passed  | 0.00156 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:2]           | passed  | 0.00181 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:3]           | passed  | 0.00119 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:4]           | passed  | 0.00152 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:5]           | passed  | 0.00137 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:6]           | passed  | 0.00162 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:1]               | passed  | 0.00155 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:2]               | passed  | 0.00131 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:3]               | passed  | 0.00131 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:4]               | passed  | 0.00146 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:5]               | passed  | 0.00205 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:6]               | passed  | 0.00157 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:1]            | passed  | 0.00139 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:2]            | passed  | 0.0013 seconds  |
./spec/routing/twitter_apis_routing_spec.rb[1:1:3]            | passed  | 0.00134 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:4]            | passed  | 0.00129 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:5]            | passed  | 0.00186 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:6]            | passed  | 0.00136 seconds |
